Kritik dan Saran,Klasifikasi
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan dan mudah untuk dipahami semoga semakin baik dalam mengajar",Sangat Baik
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan, dan mudah dipahami oleh mahasiswa dalam mengenai mata kuliah semoga semakin baik dalam mengajar",Sangat Baik
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan, dan mudah dipahami oleh mahasiswa semoga semakin baik dalam mengajar",Sangat Baik
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan dan mudah dipahami oleh mahasiswa semoga semakin baik dalam mengajar",Sangat Baik
"Saya rasa sangat senang di ajar oleh beliau, karena cara pengajarannya tidak membosankan, mudah dipahami oleh mahasiswa semoga semakin baik dalam mengajar",Sangat Baik
Sangat baik dalam penyampaian materi perkuliahan,Sangat Baik
Tidak ada saran dan kritik . Salah satu dosen millenial yang bisa membuat suasana belajar online tidak monoton dan menyenangkan,Sangat Baik
Pengajarannya bagus tegas dan disiplin,Sangat Baik
Dalam praktikum menjelaskannya sangat baik dan dapat di pahami,Sangat Baik
Penjelasannya sangat jelas pertahankan 😇,Sangat Baik
Untuk saat ini pembelajaran sudah sangat baik,Sangat Baik
Sangat baik sekali,Sangat Baik
Bu Puput sudah sangat baik dalam penyampaian materi dan juga dalam membimbing praktek di laboratorium.,Sangat Baik
baikkkkk sangat,Sangat Baik
baikkkk sangattt,Sangat Baik
Sangat baik dalam menyampaikan materi dan mudah dipahami,Sangat Baik
"Tidak ada, dosen terbaik meskipun mata kuliah yang diajarkan cenderung sulit, tapi cara mengajarkan materinya sangat menyenangkan, tidak melenceng, jadi materi benar2 tersampaikan dengan baik",Sangat Baik
dosen sangat menguasai materi sesuai dengan mata kuliah yang diampu,Sangat Baik
"untuk dosen bu Rindang Arumdani,setiap penyampaian materi nya sangat mudah untuk dipahami. ",Sangat Baik
"Dosen ini sangatlah baik,  saya sangat merekomendasikan dosen ini untuk mengajar di prodi perhotelan. Terimaksih",Sangat Baik
Sangat baik dalam penyampaian materi,Sangat Baik
Sangat baik dalam mengajar siswa,Sangat Baik
Sangat cocok untuk pak bara mengajar MK ini,Sangat Baik
materi nya sangat baik,Sangat Baik
Sudah sangat bagus,Sangat Baik
Sudah sangat baik,Sangat Baik
Sangat baik sekalih yah,Sangat Baik
Sangat menarik dalam menjelaskan materi melalui video agar lebih memahami,Sangat Baik
"Dalam penyampaian materi sangat baik, contoh-contoh yang sesuai di setiap kajian nya, serta dapat membangkitkan daya pikir mahasiswanya",Sangat Baik
Sangat paham saat diajarkan suatu desain di Photoshop maupun corel,Sangat Baik
Dosen selalu membantu apabila mahasiswa kesulitan dalam praktek dan suasana kelas tidak membosankan karena diiringi musik.,Sangat Baik
Sangat detail saat menjelaskan  materi,Sangat Baik
"Ilmu yang di ajarkan sangat detail, proses mengajar TIDAK membosankan . cukup jelas",Sangat Baik
Dosen yg bertanggung jawab dan baik,Sangat Baik
Sangat baik dalam mengajar MK aljabar linear dan matriks,Sangat Baik
Sangat baik dalam pengajaran,Sangat Baik
"sangat baik sekali dalam melakukan perkuliahan sangat mudah dipahami apalagi dalam kondisi pandemi dosen yang bersangkutan melakukan pertemuan daring dan menjelaskan materi dengan sangat baik sehingga sangat memenuhi materi yg disampaikan, profesionalitas dalam mengajar.",Sangat Baik
sudah memenuhi dan sangat profesional dalam melakukan perkuliahan,Sangat Baik
"Bapak sudah menyampaikan materi dengan baik, harap di pertahankan atau bisa lebih baik lagi.",Sangat Baik
Proses perkuliahan sangat baik dan disiplin. Semoga bisa lebih baik lagi terima kasih atas ilmunya ibu,Sangat Baik
"Proses perkuliahan sangat baik, terimakasih atas ilmunya bapak",Sangat Baik
Sangat baik kepada mahasiswa dan cepat tanggap,Sangat Baik
Sangat baik mengajarkan mata kuliah sistem basis data dan sangat cepat tanggap,Sangat Baik
"Saya tahu bapak sangat sibuk terimakasih sudah meluangkan waktu nya
Metode dari pa Taufik dengan ada nya blog pribadi pa Taufik, mahasiswa sangat terbantu",Sangat Baik
"Sangat baik ,",Sangat Baik
Dosen sangat baik,Sangat Baik
Saya sangat suka dosen ini karena dapat menjelsakan sangat sangatlah baik,Sangat Baik
Baik dan saling menghormati,Sangat Baik
"Bagi saya Bu melly sudah mengajar dengan baik, menurut saya dosen terbaik selama saya 2 smt ini",Sangat Baik
Sangat baik dalam penyampaian pemblajaran dan trimakasih atas semangat nya untuk mengajar kita mudah-mudahan tetep jadi dosen kita lagih,Sangat Baik
sangat jelas,Sangat Baik
Sangat jelas sekali dan sangat worth it,Sangat Baik
"Tidak ada saran karena dosen ini selalu memberi evaluasi kepada mahasiswa diakhir perkuliahan yang membuat daya pikir mahasiswa ingat kembali, datang tepat waktu, selalu merespon mahasiswa dalam bentuk lisan maupun pesan.",Sangat Baik
ANDA ADALAH DOSEN TERBAIK YANG PERNAH SAYA TEMUI,Sangat Baik
sangat baik dan menarik dalam pembelajaranya,Sangat Baik
"sangat baik dan menarik dalam pembelajaranya, dalam mejelaskan ditingkatkan kembali lagi",Sangat Baik
Sangat kompeten dalam bidang ini pantes saja beliau sekarang bisa menjabat Wadir 4,Sangat Baik
"Sudah bagus dalam penyampaian materi selama 1 tahun, alhamdulilah masuk semua ilmunya",Sangat Baik
"Terimakasih sudah sabar mengajar kami pak, alhamdulilah ilmunya terserap dengan baik semoga bermanfaat.  ",Sangat Baik
"Terimakasih sudah sabar mengajar kami pak, ilmu dan wawasan bapak sangat banyak jadi kami harus banyak2 bertanya dan belajar. ",Sangat Baik
"Terimakasih sudah sabar mengajar kami, 
 alhamdulilah ilmunya terserap dengan baik semoga bermanfaat.  ",Sangat Baik
Sangat baik dalam berbagai hal.. pertahankan pak,Sangat Baik
"Dosen sudah sangat baik dalam pembelajaran, dosen bisa membuat suasan pembelajaran jadi menarik dan tidak tegang",Sangat Baik
"Tidak ada saran maupun kritik, DIA memang yang terbaik",Sangat Baik
"Pembelajaran dikelas sangat menyenangkan dan mencerahkan, terus pertahankan gaya mengajar seperti ini pak 👍",Sangat Baik
Dosen sudah sangat baik dalam menjelaskan materi,Sangat Baik
"Pembelajaran di kelas sudah cukup nyaman dan menyenangkan langsung praktek materi yg diberikan namun mungkin perlu sedikit konsep teori seperti erd dst, untuk mengulang agar tidak lupa dan paham apa yg di praktekan ",Sangat Baik
"Terimakasih pak telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai, cara bapak mengajar sudah baik ditambah bumbu kisah perjalanan riil yang bapak berikan sangat menarik bagi saya.",Sangat Baik
"Bu dai merupakan dosen yang aktif, saat mengajar beliau memberikan tantangan, apabila berhasil menyelesaikan tantangan mendapat poin tambahan, hal tersebut merupakan cara yang baik untuk pendekatan dosen terhadap mahasiswa dan membangun kelas yang aktif.",Sangat Baik
Dosen terbaik se TI,Sangat Baik
"Sangat baik, menghargai usaha mahasiswanya",Sangat Baik
Baik sekali sangat mengajar,Sangat Baik
"Bu Fina dalam mengajar di dalam kelas terkadang membuat situasi menyenangkan dan nyaman, terkadang juga membuat situasi jadi kurang untuk pembelajaran seperti suara terkadang kurang terdengar jelas, kurang interaktif. Tetapi dalam komunikasi terhadap dosen kepada mahasiswa sangat baik bahkan jika mengenai tugas absensi, kelas memberikan respon yang baik dan cepat.",Sangat Baik
Bagus bgt pa romi,Sangat Baik
"Tidak ada, dosen mengajar dengan sangat baik",Sangat Baik
Sangat baik pak,Sangat Baik
Tidak ada semuanya sudah sangat baik,Sangat Baik
Tidak ada semuanya  sudah sangat baik,Sangat Baik
"Kurangnya modul pembelajaran yang diberikan dosen, sangat sulit untuk dihubungi, selebihnya sangat baik",Sangat Baik
sudah sangat baik dalam penyampaian materi dan mudah dipahami,Sangat Baik
saya berharap bapak bisa meningkatkan lagi cara mengajarnya tetapi bapak baik dan saya mengerti belajar sama bapak,Sangat Baik
cara mengajarnya sangat interaktif dan mudah di mengirti,Sangat Baik
"baik dalam penjelasan materi dan sangat mudah dipahami, lebih banyakin di praktikum pak",Sangat Baik
Pertahankan terus semua capaian yang terbaik!,Sangat Baik
Sampai saat ini dosen sangat baik dalam mengajar. Saran saya tetap seperti ini karena membuat mahasiswa semangat dalam mengikuti mk.,Sangat Baik
"saran gaji bu dai dinaikan, karena beliau dabest 👍",Sangat Baik
"Lanjutkan ibuu saya suka metode mengajar ibu, menyenangkan dan tidak membosankan",Sangat Baik
impresif sekali cara mengajarnya,Sangat Baik
dosen nya baik klo ngajar gampang dipahami,Sangat Baik
baik dan santun terhadap mahasiswanya,Sangat Baik
"Alhamdulillah tidak mempunyai saran dan kritik, karena metode pembelajaran dan pada saat penyampaian materi itu sangat jelas membuat mhs banyak yg paham",Sangat Baik
"Dari Bachtiar Dwi Rizqianthoro,Mata kuliah Interaksi Manusia Dan Komputer yang diajarkan oleh Bu Sharfina Handayani M.Kom Sangat jelas dan saya suka dengan mata kuliah tersebut.",Sangat Baik
"Terus ditingkatkan pak hasbi, bapak saat mengajar menyenangkan materi mudah dipahami",Sangat Baik
"bu intan bagus ngajarnya, ada modulnya juga jadi bisa di baca ulang",Sangat Baik
"bu rizki sangat baik, penjelasanya mudah dimengerti",Sangat Baik
"pa hasbi sangat baik, penjelasanya mudah dimengerti",Sangat Baik
pa romi orangnya sangat perhatian sekali terhadap mahasiswanya,Sangat Baik
Tidak ada karena sudah sangat baik dalam segala hal,Sangat Baik
"bu shafrina sangat baik dan penjelasanya mudah dimengerti, trus juga memberikan latihan latihan setelah materi yang membuat saya semakin paham",Sangat Baik
pa arti orangnya sangat perhatian dengan mahasiswa dan juga memberikan modul pembelajaran sesuai materi yang membuat saya jadi lebih paham,Sangat Baik
bu dairoh orangnya baik sangat perhatian dengan mahasiswa dan juga sudah memberikan modul pembelajaran yang lengkap,Sangat Baik
pa dega orangnya sangat baik penjelasanya sangat realistis sesuai dengan kejadian kehidupan,Sangat Baik
"Teruskan bu semangatnya dan cara mengajarnya, teman2 mahasiswa jadi mudah paham",Sangat Baik
"Tidak ada, karena sudah baik dalam mengajar dan laninnya",Sangat Baik
Tidak ada karena bu dai sudah sangat baik dalam mengajar,Sangat Baik
Sudah sangat baik dalam mengajar sehingga tidak ada kritik dan saran,Sangat Baik
Tidak ada karena dosen sudah sangat baik,Sangat Baik
Bu Intan sudah sangat baik dalam meteri dan lain lain jadi tidak ada saran dan kritik,Sangat Baik
Tidak ada saran dan kritik karena pak dega sudsah sangat baik dalam mengajar,Sangat Baik
terima kasih telah memberikan ilmu mata kauliah ini sangat bermanfaat,Sangat Baik
"Tolong sekali, saya mohon pak ary untuk mengajar di semester 3 tahun ini. Pliss",Sangat Baik
"Sangat baik dalam menjelaskan , pertahankan dan harus sering2 pembelajaran secara offline",Sangat Baik
Sudah sangat baik sekali,Sangat Baik
"dalam mengajar sudah cukup bisa dipahami, dalam memberikan materi sudah sangat jelas, tetapi pada waktu praktikum jangan terlalu cepat agar bisa dipahami mahasiswa/i",Sangat Baik
"Penjelasannya sangat menarik ,pertahankan seperti itu ketika menjelaskan",Sangat Baik
dosen sudah mengajar dengan sangat baik,Sangat Baik
"dosen sudah mengajar dengan sangat baik, tidak ada saran maupun kritik",Sangat Baik
"dosen sudah mengajar dengan sangat baik,tidak ada saran maupun kritik",Sangat Baik
"Pak hasbi adalah dosen yang aktif, saat mengajar bapak memberikan berbagai tantangan dan apabila berhasil menyelesaikan tantangan mendapat poin tambahan. itu salah satu cara yang baik untuk pendekatan dosen terhadap mahasiswa dan membangun kelas yang aktif",Sangat Baik
Terima Kasih Pak telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai,Sangat Baik
"Sangat Baik, Semoga Semester Depan ibu Mengajar Di kelas Saya lagi.",Sangat Baik
"Ibu rizqi adalah dosen yang aktif, saat mengajar memberikan berbagai tantangan dan apabila berhasil menyelesaikan tantangan mendapat poin tambahan. itu salah satu cara yang baik untuk pendekatan dosen terhadap mahasiswa dan membangun kelas yang aktif",Sangat Baik
"Kesan saya selama diajarkan oleh bu daerah adalah, saya mendapatkan ilmu baru yang bermanfaat. juga dalam pemberian materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
"Kesan saya selama diajarkan oleh pa Slamet adalah, saya mendapatkan ilmu baru yang bermanfaat. juga dalam pemberian materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
"saran sudah cukup baik, kompenten dalam bidangnya, interaksi emosional dengan mahasiswa sangat baik.",Sangat Baik
"Kesan saya selama diajarkan oleh pa romi adalah, saya mendapatkan ilmu baru yang bermanfaat. juga dalam pemberian materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
"Kesan saya selama diajarkan bu intan adalah, saya mendapatkan ilmu baru yang bermanfaat. juga dalam pemberian materi sangat menyenangkan dan tidak membuat saya bosan.",Sangat Baik
"semuanya sudah sangat baik, terimakasih",Sangat Baik
"Tidak ada saran ataupun kritik untuk dosen tersebut, karena semua materi yang beliau sampaikan sangat jelas dan mudah untuk dipahami.",Sangat Baik
"Tidak ada saran ataupun kritik untuk dosen pengampu mata kuliah ini, karena semua yang beliau berikan didalam kelas sudah sangat baik.",Sangat Baik
Penjelasan materi mudah dipahami dan dimengerti,Sangat Baik
DOSEN TERBAIK,Sangat Baik
"Tidak ada, karena semuanya sudah sangat baik",Sangat Baik
Amat baik,Sangat Baik
"Bismillahirrahmanirrahim untuk pak ardi sebelumnya saya ingi berterimaksih pada pak ardi sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya tidak ada kritik dan saran yang ingin saya sampaikan, karna cara menyampaikan materi di dalam kelas  Santai dan Tidak terlalu Kaku
terimakasih ",Sangat Baik
"Bismillahirrahmanirrahim untuk pak dega sebelumnya saya ingi berterimaksih pada pak dega sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya tidak ada kritik dan saran yang ingin saya sampaikan, karna cara menyampaikan materi di dalam kelas  Santai dan Tidak terlalu Kaku
terimakasih",Sangat Baik
"Bismillahirrahmanirrahim untuk pak nisom sebelumnya saya ingi berterimaksih pada pak nisom sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya tidak ada kritik dan saran yang ingin saya sampaikan, karna cara menyampaikan materi di dalam kelas  Santai dan Tidak terlalu Kaku
terimakasih",Sangat Baik
"Bismillahirrahmanirrahim untuk pak ardi sebelumnya saya ingi berterimaksih pada pak ardi sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya tidak ada kritik dan saran yang ingin saya sampaikan, karna cara menyampaikan materi di dalam kelas  Santai dan menyenangkan 
terimakasih",Sangat Baik
"Bismillahirrahmanirrahim untuk pak Ary sebelumnya saya ingi berterimaksih pada pak  Ary sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya tidak ada kritik dan saran yang ingin saya sampaikan, karna cara menyampaikan materi di dalam kelas  Santai dan menyenagkan
terimakasih",Sangat Baik
"Bismillahirrahmanirrahim untuk pak fikri sebelumnya saya ingi berterimaksih pada pak fikri sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya sedikit  ada kritik dan saran yang ingin saya sampaikan, mohon bapak kalau ada mahasiswa izin tolong jangan di Alpa,  menyampaikan materi di dalam kelas  Santai dan Tidak terlalu Kaku
terimakasih",Sangat Baik
"Bismillahirrahmanirrahim untuk bu dyah sebelumnya saya ingi berterimaksih pada buk dyah sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya tidak ada kritik dan saran yang ingin saya sampaikan, karna cara menyampaikan materi di dalam kelas  Santai dan Tidak terlalu Kaku
terimakasih ",Sangat Baik
"Bismillahirrahmanirrahim untuk pak topik sebelumnya saya ingi berterimaksih padapak topik sudah menyampaikan materi dengan baik dan juga sudah berusaha semaksimal mungkin, dari saya ada sedikit kritik dan saran yang ingin saya sampaikan tolong bapak jika dihubungi prihal tugas mohon di respon dan di beri kejelasan dan jangan pelit nilai ya pak 
terimakasih ",Sangat Baik
Sangat jelas dan mudah dipahami ketika menjelaskan materi,Sangat Baik
Sangat direkomendasikan dosen seperti pa ary,Sangat Baik
menurut saya kalau mengajar sudah sangat baik materi yang di sampaikan juga dapat di hapami,Sangat Baik
Dosen sudah bagus dan professional dalam mengampu mata kuliah ini,Sangat Baik
Cara mengajarnya sangat baik dan mudah dipahami,Sangat Baik
Mengajarnya juga bisa dipahami,Sangat Baik
Baik dalam mengajar dan merespon mahasiswa mengenai penugasan jadwal dan kehadiran,Sangat Baik
Sudah sangat baik gak ada saran,Sangat Baik
Yang disampaikan sangat jelas dan mudab dipahami,Sangat Baik
Sangat baik dan mudaj dipahami cara mengajarnya,Sangat Baik
Sangat patut dicontoh untuk dosen yang lain,Sangat Baik
"Untuk penyampain materi sangat jelas, dengan metode yang simple dan disederhanakan, 

Pribadi yang ramah dan baik kepada mahasiswa juga menjadi nilai (+) untuk para mahasiswa",Sangat Baik
pertahankan dosen ini,Sangat Baik
Sudah sangat baik dalam memberikan materi tapi bisa untuk lebih ditingkatkan kembali. Dalam pembagian modul tolong agar lebih cepat dibagikan kepada mahasiswa,Sangat Baik
"Menurut saya sudah sangat baik, tolong ditingkatkan saja agar lebih baik lagi. Dalam memberi materi tolong jangan terlalu cepat.",Sangat Baik
Sudah sangat baik dalam membuat kondisi kelas menjadi kondusif dan penyampaian materi. Tolong pertahankan semangat untuk mengajar,Sangat Baik
Sangat baik dalam membuat situasi kelas menjadi asik untuk pembelajar. Tolong pertahankan,Sangat Baik
"Dalam memberikan materi sudah sangat baik, tolong jangan terlalu cepat dalam menjelaskan materi ",Sangat Baik
Menurut saya penyampaian yang digunakan sudah sangat jelas dan mudah dipahami. Tapi saya harap untuk perkuliahannya semoga bisa offline,Sangat Baik
sangat biak dan tegas,Sangat Baik
"Mungkin tidak ada dosen yang menguasai Mata Kuliah ini kecuali pak Ginanjar Wiro Sasmito.

Saya ingin bertanya kepada bapak, pernahkah bapak memberi nilai 90 atau bahkan 100 untuk UTS atau UAS di mata kuliah yang bapak ampu?

",Sangat Baik
Sudah sangat bagus untuk kelengkapan materinya dan cara berinteraksi dengan mahasiswanya pun enak...,Sangat Baik
Sangat friendly sekali dengan mahasiswa sehingga mahasiswa tidak terlalu tegang saat proses belajar....,Sangat Baik
Cukup ringkas dalam memberikan pemahaman tentang algoritma program dan itu sangat membantu,Sangat Baik
Sangat fleksibel dalam memberikan deadline tugas karena tahu akan kesibukan mahasiswanya sehingga hal ini sangat membantu bagi kami para mahasiswa untuk lebih dapat meng-handle nya..,Sangat Baik
"Tidak ada. Jujur, saya suka dengan materi yang bapak berikan. Karena hal ini, saya belajar untuk membuat proposal yang baik dan mematangkan konsep dulu sebelum saya membuat suatu produk. Terimakasih untuk pembelajarannya pak.",Sangat Baik
Sangat Cukup baik dalam pembelajaran,Sangat Baik
Pembawaan saat membawakan materi sangat jelas dan niat untuk menuntun mahasiswa,Sangat Baik
Dosen sangat baik dalam memberikan materi sesuai dengan modul dan selalu memberikan yang terbaik dalam pelajaran,Sangat Baik
"tidak ada kritik, sudah sangat baik dalam mengajar dan bertanggung jawab atas tugasnya",Sangat Baik
mata kuliah bahasa inggris saya nilainya bagus terima kasih pak hasbi sudah memberikan nilai yang sangat baik,Sangat Baik
semoga di semester 3 ini bisa yang mengajar bu sharfina karena dosennya enak dan kasih nilainya sangat baik,Sangat Baik
terima kasih bu sudah memberikan saya nilai yang sangat baik,Sangat Baik
Dosen menyajikan materi dalam modul dengan sangat baik  dan selalu memberikan yang terbaik di kelas.,Sangat Baik
Fasilitator sangat direkomendasikan untuk kursus magang akuntansi karena terorganisir dan mudah dipahami.,Sangat Baik
"Penjelasan bahan ajar sangat baik, dan metode pembelajaran tidak membosankan.",Sangat Baik
Cara mengajar yang sangat menyenangkan sehingga tidak membuat keadaan didalam kelas tidak begitu tegang.,Sangat Baik
"Sangat bagus, Wakil Bufitri bisa sangat akrab dengan pelajaran, tetapi juga sangat mudah dipahami.",Sangat Baik
Cara penyampaian materi  sangat nyaman dan mudah dipahami.,Sangat Baik
"Sangat bagus, gaul, pengajarannya keren, sering memberikan poin tambahan kepada siswa yang aktif, tugasnya juga unik",Sangat Baik
"Bu Hetika telah mengajari saya untuk semester kedua, dan metode pengajarannya mudah dipahami.",Sangat Baik
"Kami berharap dengan membuat pelajaran yang mudah dipahami dan menciptakan suasana yang nyaman, kami dapat menerapkan pengetahuan yang bermanfaat secara detail ke dunia nyata. Terima kasih ibu 🙏",Sangat Baik
"Bu Anita, mengomunikasikan materi dengan jelas dan baik, dan sering mengadakan kuis untuk membantu siswa lebih memahami materi yang diajarkan.",Sangat Baik
Saya sangat senang ibu Anita menjelaskannya dengan baik dan saya tidak terburu-buru.,Sangat Baik
Ibu menjelaskan materi secara detail. Ibu saya juga memberikan kesempatan kepada siswa untuk bertanya dalam kelompok. Terima kasih banyak,Sangat Baik
"Bapak mengajar dengan baik, bapak memberikan masukan cara membaca bahasa Inggris yang benar saat mengajar terutama membaca teks dan itu sangat membantu kami untuk melafalkan dengan benar.",Sangat Baik
Seorang instruktur yang sabar menyampaikan materi dengan sangat hati-hati. Jelas berlatih bagaimana melakukannya dan ulangi lagi sehingga siswa dapat memahami.,Sangat Baik
Anda selalu menghabiskan waktu mengobrol dan menjelaskan metode dan materi dengan jelas. Penyampaian Anda juga mudah  kami pahami dalam hal angka.,Sangat Baik
"Bu Anita, sangat mudah dimengerti jika Anda menjelaskannya.",Sangat Baik
Ibu mengajari saya dengan baik dan memediasi melalui video yang dia buat dan temui. Saya mendapat pemahaman yang lebih baik tentang materi  ibu saya. Ibu juga memberi kami kuis poin tambahan dan meluangkan waktu untuk  menjawab obrolan siswa ketika mereka memiliki pertanyaan sulit tentang tugas. Ingatkan siswa yang tidak menyerahkan tugasnya pada pertemuan.,Sangat Baik
"Ibu saya menjelaskan materi dengan jelas dan meluangkan waktu untuk bertemu dan menjelaskannya (melalui video dan rapat). Ibu saya juga mengajari kami, terutama dengan sabar dengan pengetahuan materi matematika (angka), sehingga kami dapat memahaminya.",Sangat Baik
"Ibu saya selalu menjelaskan pekerjaan yang Anda berikan, dan kami memberikan penjelasan yang benar dan benar ketika ada siswa yang Anda tunjukkan ketika Anda menjawab pekerjaan yang salah (salah).",Sangat Baik
"Menurut pendapat saya, Anda memberikan metode pembelajaran yang sangat baik sehingga siswa dapat dengan mudah memahaminya. Terima kasih telah memberikan banyak ilmu yang bermanfaat",Sangat Baik
"Menurut saya, memberikan metode pembelajaran yang sangat baik dan menggambarkan materi dengan sangat jelas sehingga siswa dapat dengan mudah memahaminya. Terima kasih telah memberikan banyak ilmu yang bermanfaat",Sangat Baik
Ini adalah metode pembelajaran yang sangat bagus dan menurut saya mudah dipahami oleh siswa. Terima kasih telah memberikan banyak ilmu yang bermanfaat,Sangat Baik
Pembelajaran sangat jelas dimasukkan ke dalamnya. Pokoknya yang terbaik,Sangat Baik
"Sangat baik dalam mengkomunikasikan materi kuliah, mudah dipahami dan mudah dipahami.",Sangat Baik
"Menurut saya, Yeni memberikan metode pembelajaran yang sangat baik agar siswa mudah memahami apa yang dipelajari di kelas dan tidak bosan.",Sangat Baik
Metode pembelajarannya sangat bagus dan jelas,Sangat Baik
Bu Ida sangat jelas dan sabar dalam memberikan materi,Sangat Baik
Sangat mudah dipahami dari Bu Fitrii dan saya sangat menyukainya.,Sangat Baik
Itu sangat bagus. Saya akan sangat menghargai jika Anda bisa memberi tahu saya sampai akhir.,Sangat Baik
Sangat bagus karena  ada beberapa latihan yang langsung saya praktekkan selama pembelajaran.,Sangat Baik
"Metode pengajarannya sangat bagus, terima kasih",Sangat Baik
"Dari segi mediasi, materinya sangat menarik dan mudah dipahami.",Sangat Baik
"Tingkatkan kinerja bapak, lebih semangat lagi dalam memberikan materi :),cara mengajarnya sangat interaktif dan mudah dimengerti",Sangat Baik
"Bu Anita, aku mencintaimu. Terima kasih telah menunggu dengan sabar sambil belajar. Juga, terima kasih karena selalu sabar mengajar pelajaran 2D. Juga, terima kasih untuk selalu membantu siswa dengan nilai buruk. Sehat selalu bunda",Sangat Baik
"Sangat menyenangkan diajar oleh Bu Pipit. Saat mengajar, dia selalu memastikan bahwa siswa benar-benar mengerti.",Sangat Baik
"Pak Hanam sangat baik dalam mengajar siswa, jadi menurut saya penjelasannya mudah dipahami dan diingat.",Sangat Baik
Materi yang disajikan sangat jelas dan mudah dipahami,Sangat Baik
Menurut saya Pak Arya menawarkan metode pembelajaran yang sangat bagus sehingga siswa dapat dengan mudah memahaminya tanpa merasa bosan saat belajar.,Sangat Baik
Sangat baik dalam mengajar,Sangat Baik
Saya sangat senang  belajar otomatisasi kantor dari Pak Heli. Hal ini membuat  belajar menjadi menyenangkan bagi siswa dan menghilangkan suasana membosankan.,Sangat Baik
Saya  sangat senang diajar oleh beliau karena  pengajarannya tidak membosankan dan semoga pandai dalam mengajar.,Sangat Baik
Saya sangat suka cara Anda mengajar siswa Anda. Dengan cara ini kami memahami mata pelajaran yang Anda ajarkan,Sangat Baik
"Metode pengajarannya sangat detail dan sangat detail, sehingga Anda bisa langsung memahaminya. Ini adalah pertama kalinya saya diajari.",Sangat Baik
Ppt yang ditawarkan saat kulon sangat menarik  tidak membosankan,Sangat Baik
Sangat baik kepada siswa dan terima kasih telah mengajari saya di kelas saya 🙏,Sangat Baik
Pelajaran dengan Pak Seryo sangat menyenangkan dan santai.,Sangat Baik
Itu sangat bagus karena saya perlu menjelaskan lagi apa yang saya tidak mengerti.,Sangat Baik
Belajar sangat menyenangkan mengejar ketinggalan dengan metode pembelajaran,Sangat Baik
"Menurut saya, pembelajaran itu sangat bagus dan mudah dipahami.",Sangat Baik
Mudah dipahami dan sangat bagus.,Sangat Baik
Cara belajarnya sangat bagus,Sangat Baik
Sudah sangat belajar dan sangat terlatih,Sangat Baik
Mudah dipahami saat belajar.,Sangat Baik
Semoga sang dewi terus mengajar pelajaran yang di ampu karena dia pandai menjelaskan,Sangat Baik
"Saran aku  supaya bu kris permanen mengampu mata kuliah ini karna cara mengajarna enak, gampang pada pahami & sangat baik",Sangat Baik
"Pembelajaran itu baik, terutama dalam sistem di mana siswa harus berada di depan kamera atau mikrofon, karena mereka dapat melihat siswa mana yang memberikan perhatian serius.",Sangat Baik
"Jika penyajiannya sangat bagus dan materinya mudah dipahami, saya rasa sudah tepat untuk menjawab pertanyaan secara langsung dan mempelajari praktiknya (tidak hanya teori).",Sangat Baik
"Sangat cocok untuk membahas masalah langsung, terutama untuk menutupi isi materi. Menyiapkan wawasan dunia audit akan menjadi modal belajar mahasiswa.",Sangat Baik
"Semangat belajar. Tidak terlalu lama menurut saya, tapi banyak  juga tantangan yang bisa menumbuhkan semangat siswa dalam mengerjakan tugas.",Sangat Baik
Materi dijelaskan dengan baik dan sangat interaktif dengan siswa saat siswa mengerjakan kasus bersama.,Sangat Baik
Penjelasannya lugas dan relevan dengan kebutuhan Anda sehari-hari. Saya sangat pandai memberikan banyak referensi dari berbagai sumber.,Sangat Baik
"Secara keseluruhan, Pak Hanam baik. Mudah dipahami karena materi yang akan disampaikan juga disiapkan dalam bentuk yang menarik.",Sangat Baik
Metode pengajarannya keren dan bahan ajarnya mudah dipahami karena tidak membuat siswa tertekan.,Sangat Baik
"Tidak ada, Bu Hana sangat baik. Ini sangat membantu untuk memahami ketika dia menguraikan materi.",Sangat Baik
Dengan mengkomunikasikan materi dengan sangat baik dan mudah  dipahami serta tidak menggunakan kuis instan seperti internet yang sulit,Sangat Baik
Sangat jelas mendeskripsi materi,Sangat Baik
Sangat baik dalam penyampaian material,Sangat Baik
Sudah sangat pandai mengajar,Sangat Baik
